#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:35:48 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfdcb5f39b	
#INFO	-out.max=unlimited	
#INFO	queryParameters=34	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/618/A93&tab:{J/A+A/618/A93/table1}&key:source=J/A+A/618/A93/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/618/A93/table1
#-order=I
#-out=Cluster
#-out=RAJ2000
#-out=DEJ2000
#-out=GLON
#-out=GLAT
#-out=r50
#-out=Nstars
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=plx
#-out=s_plx
#-out=e_plx
#-out=dmode
#-out=dmode+01
#-out=dmode-01
#-out=X
#-out=Y
#-out=Z
#-out=Rgc
#-out=SimbadName
#

#RESOURCE=yCat_36180093
#Name: J/A+A/618/A93
#Title: Gaia DR2 open clusters in the Milky Way (Cantat-Gaudin+, 2018)
#Table	J_A_A_618_A93_table1:
#Name: J/A+A/618/A93/table1
#Title: Summary of mean parameters for the OCs characterised in this study
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000. (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(a17)	Cluster name (cluster)	[ucd=meta.id.parent]
#Column	RAJ2000	(F7.3)	[] Mean right ascension of members (J2000) (ra)	[ucd=pos.eq.ra;meta.main]
#Column	DEJ2000	(F7.3)	Mean declination of members (J2000) (dec)	[ucd=pos.eq.dec;meta.main]
#Column	GLON	(F7.3)	Mean Galactic longitude of members (l)	[ucd=pos.galactic.lon]
#Column	GLAT	(F7.3)	Mean Galactic latitude of members (b)	[ucd=pos.galactic.lat]
#Column	r50	(F6.3)	Radius containing half the members (r50)	[ucd=phys.angSize;src]
#Column	Nstars	(I4)	Number of members (probability over 0.5) (nbstars)	[ucd=meta.number]
#Column	pmRA	(F7.3)	Mean proper motion along RA of members (pmra)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F6.3)	Standard deviation of pmRA of members (sigpmra)	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F7.3)	Mean proper motion along DE of members(pmdec)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F6.3)	Standard deviation of pmdec of members (sigpmdec)	[ucd=stat.stdev]
#Column	plx	(F6.3)	Mean parallax of members (par)	[ucd=pos.parallax.trig]
#Column	s_plx	(F6.3)	Standard deviation of parallax of members (sigpar)	[ucd=stat.stdev;pos.parallax]
#Column	e_plx	(F6.3)	Standard deviation of parallax of members over square root of nbstars (uncertpar)	[ucd=stat.error;pos.parallax]
#Column	dmode	(F7.1)	Most likely distance (dmode)	[ucd=pos.distance]
#Column	dmode+01	(F6.1)	Distance if +0.1mas added to parallax (dmodePLUS01)	[ucd=pos.distance]
#Column	dmode-01	(F7.1)	? Distance if -0.1mas added to parallax null if mean parallax under 0.1mas (dmodeMINUS01)	[ucd=pos.distance]
#Column	X	(F8.1)	X coordinate in Galactic coordinates (X)	[ucd=pos.cartesian.x;pos.galactic]
#Column	Y	(F8.1)	Y coordinate in Galactic coordinates (Y)	[ucd=pos.cartesian.y;pos.galactic]
#Column	Z	(F7.1)	Z coordinate in Galactic coordinates (Z)	[ucd=pos.cartesian.z;pos.galactic]
#Column	Rgc	(F7.1)	Distance from Galactic centre assuming the Sun is at 8340pc (Rgc)	[ucd=pos.distance]
#Column	SimbadName	(a25)	Simbad column added by the CDS	[ucd=meta.id]
_RAJ2000;_DEJ2000;Cluster;RAJ2000;DEJ2000;GLON;GLAT;r50;Nstars;pmRA;s_pmRA;pmDE;s_pmDE;plx;s_plx;e_plx;dmode;dmode+01;dmode-01;X;Y;Z;Rgc;SimbadName
029.61400;+60.13000;NGC_743          ;029.614;+60.130;131.190; -1.663; 0.123;  62; -0.030; 0.102; -1.708; 0.112; 0.881; 0.032; 0.005; 1099.1; 990.3; 1234.8;  -723.5;   826.8;  -31.9; 9101.1;NGC 743
029.65200;+55.47300;NGC_744          ;029.652;+55.473;132.412; -6.158; 0.074;  83; -1.864; 0.100; -1.790; 0.134; 0.729; 0.036; 0.004; 1319.0;1165.2; 1519.4;  -884.4;   968.2; -141.5; 9275.1;NGC 744
347.76700;+60.57900;NGC_7510         ;347.767;+60.579;110.908;  0.072; 0.055; 324; -3.664; 0.126; -2.193; 0.127; 0.286; 0.048; 0.003; 3177.5;2411.1; 4658.0; -1133.9;  2968.2;    4.0; 9928.0;NGC 7510
029.22300;+37.79400;NGC_752          ;029.223;+37.794;136.959;-23.289; 0.485; 240;  9.810; 0.272;-11.713; 0.266; 2.239; 0.071; 0.005;  441.0; 422.3;  461.3;  -296.0;   276.5; -174.3; 8640.5;NGC 752
351.19500;+61.59000;NGC_7654         ;351.195;+61.590;112.815;  0.432; 0.133;1010; -1.938; 0.147; -1.131; 0.154; 0.596; 0.046; 0.002; 1600.1;1379.4; 1904.9;  -620.4;  1474.8;   12.1; 9081.0;NGC 7654
357.47200;+68.03500;NGC_7762         ;357.472;+68.035;117.206;  5.850; 0.170; 431;  1.452; 0.165;  4.016; 0.168; 1.002; 0.036; 0.002;  969.5; 884.0; 1073.6;  -441.0;   857.8;   98.8; 8822.7;NGC 7762
359.17900;+61.39500;NGC_7788         ;359.179;+61.395;116.430; -0.784; 0.045; 154; -3.112; 0.113; -1.762; 0.090; 0.300; 0.048; 0.004; 3039.2;2330.6; 4361.6; -1352.6;  2721.3;  -41.6;10067.4;NGC 7788
359.33400;+56.72600;NGC_7789         ;-00.666;+56.726;115.527; -5.366; 0.211;3019; -0.922; 0.140; -1.933; 0.138; 0.453; 0.049; 0.001; 2074.7;1718.2; 2617.9;  -890.1;  1863.9; -194.0; 9416.4;NGC 7789
359.61300;+61.21000;NGC_7790         ;-00.387;+61.210;116.595; -1.008; 0.059; 200; -3.276; 0.096; -1.677; 0.092; 0.269; 0.047; 0.004; 3359.2;2514.3; 5059.2; -1503.6;  3003.3;  -59.1;10291.6;NGC 7790
034.74100;+57.13400;NGC_869          ;034.741;+57.134;134.625; -3.737; 0.136; 720; -0.689; 0.122; -1.082; 0.122; 0.399; 0.042; 0.002; 2336.3;1893.8; 3048.5; -1637.7;  1659.2; -152.3;10114.7;NGC 869
035.58400;+57.14900;NGC_884          ;035.584;+57.149;135.052; -3.568; 0.125; 483; -0.628; 0.117; -1.066; 0.118; 0.398; 0.038; 0.002; 2341.8;1897.4; 3057.9; -1654.2;  1651.2; -145.7;10129.7;NGC 884
038.34300;+57.55300;NGC_957          ;038.343;+57.553;136.293; -2.651; 0.130; 160; -0.252; 0.089; -1.073; 0.094; 0.405; 0.038; 0.003; 2302.2;1871.3; 2991.1; -1662.5;  1589.1; -106.5;10127.9;NGC 957
356.84900;+63.21900;Negueruela_1     ;356.849;+63.219;115.791;  1.238; 0.022;  53; -2.988; 0.198; -1.343; 0.121; 0.289; 0.059; 0.009; 3140.8;2389.9; 4579.8; -1366.2;  2827.3;   67.9;10109.6;NAME Cl Negueruela 1
079.12000;+45.58400;Patchick_3       ;079.120;+45.584;162.907;  4.298; 0.061;  45; -1.609; 0.048; -1.288; 0.082; 0.561; 0.051; 0.007; 1693.6;1448.5; 2039.6; -1614.3;   496.4;  126.9; 9966.6;Patchick 3
303.75800;+33.92500;Patchick_75      ;303.758;+33.925; 72.108; -0.512; 0.015;  26; -2.808; 0.113; -4.421; 0.217; 0.113; 0.066; 0.014; 7054.7;4136.0;23956.5;  2167.3;  6713.3;  -63.1; 9119.8;Patchick 75
101.18100;-00.53200;Patchick_90      ;101.181;-00.532;212.640; -1.736; 0.021;  24; -0.150; 0.186;  1.063; 0.079; 0.126; 0.094; 0.020; 6463.7;3928.6;18343.0; -5440.5; -3484.6; -195.9;14214.2;Patchick 90
247.39700;-47.31000;Patchick_94      ;247.397;-47.310;336.458;  0.855; 0.016;  34; -2.993; 0.188; -3.697; 0.155; 0.208; 0.143; 0.024; 4227.2;2970.9; 7322.5;  3874.9; -1688.3;   63.1; 4773.6;Patchick 94
346.99500;+60.87400;Pfleiderer_3     ;346.995;+60.874;110.673;  0.489; 0.054;  32; -1.826; 0.220; -1.168; 0.249; 0.074; 0.102; 0.017; 9750.8;4937.2;       ; -3442.2;  9122.6;   83.2;14901.1;Pfleiderer 3
124.58000;-37.10200;Pismis_1         ;124.580;-37.102;255.116; -0.709; 0.025;  66; -2.611; 0.114;  3.966; 0.086; 0.145; 0.039; 0.005; 5739.4;3646.8;13504.7; -1474.1; -5546.4;  -71.0;11273.0;Pismis 1
138.97400;-50.00600;Pismis_11        ;138.974;-50.006;271.650; -0.699; 0.014;  47; -5.397; 0.086;  3.926; 0.115; 0.335; 0.054; 0.009; 2751.8;2157.8; 3793.2;    79.2; -2750.4;  -33.5; 8706.6;Pismis 11
140.00700;-45.13100;Pismis_12        ;140.007;-45.131;268.653;  3.210; 0.053; 200; -6.748; 0.138;  4.833; 0.107; 0.431; 0.049; 0.004; 2173.5;1785.5; 2776.9;   -51.0; -2169.5;  121.7; 8666.9;Pismis 12
143.68400;-48.04000;Pismis_15        ;143.684;-48.040;272.495;  2.863; 0.038; 132; -5.302; 0.095;  3.329; 0.120; 0.354; 0.049; 0.004; 2610.8;2070.4; 3533.0;   113.5; -2605.1;  130.4; 8629.1;Pismis 15
147.81200;-53.17200;Pismis_16        ;147.812;-53.172;277.830;  0.683; 0.009;   5; -5.794; 0.057;  3.471; 0.033; 0.356; 0.026; 0.007; 2598.5;2062.4; 3511.3;   354.0; -2574.1;   31.0; 8390.6;Pismis 16
165.37700;-59.87300;Pismis_17        ;165.377;-59.873;289.539;  0.109; 0.050;  33; -6.938; 0.097;  2.333; 0.085; 0.366; 0.022; 0.005; 2534.6;2021.9; 3395.6;   847.7; -2388.6;    4.8; 7863.9;Pismis 17
204.22700;-62.09100;Pismis_18        ;204.227;-62.091;308.226;  0.313; 0.048; 261; -5.658; 0.105; -2.286; 0.105; 0.332; 0.052; 0.004; 2768.6;2168.1; 3829.1;  1713.0; -2174.9;   15.1; 6974.7;Pismis 18
217.66600;-60.88900;Pismis_19        ;217.666;-60.889;314.710; -0.307; 0.035; 453; -5.460; 0.142; -3.247; 0.210; 0.255; 0.086; 0.004; 3516.2;2603.0; 5424.3;  2473.7; -2498.9;  -18.8; 6376.4;Pismis 19
124.47700;-41.67400;Pismis_2         ;124.477;-41.674;258.858; -3.341; 0.026; 206; -4.756; 0.182;  5.325; 0.177; 0.221; 0.094; 0.007; 4000.8;2857.8; 6670.4;  -771.8; -3918.7; -233.2; 9918.7;Pismis 2
228.84800;-59.07300;Pismis_20        ;228.848;-59.073;320.514; -1.206; 0.046; 116; -3.831; 0.100; -2.911; 0.138; 0.291; 0.054; 0.005; 3127.4;2382.6; 4549.2;  2413.1; -1988.2;  -65.8; 6251.5;Pismis 20
229.19900;-59.65900;Pismis_21        ;229.199;-59.659;320.358; -1.799; 0.040; 113; -4.143; 0.108; -3.761; 0.125; 0.290; 0.050; 0.005; 3135.3;2387.1; 4566.2;  2413.1; -1999.3;  -98.4; 6255.0;Pismis 21
243.55200;-51.86900;Pismis_22        ;243.552;-51.869;331.473; -0.605; 0.026;  63; -3.882; 0.156; -4.263; 0.137; 0.102; 0.103; 0.012; 7651.0;4339.8;32769.0;  6721.7; -3653.7;  -80.8; 3996.1;Pismis 22
245.99000;-48.89100;Pismis_23        ;245.990;-48.891;334.668;  0.431; 0.011;  77; -2.679; 0.250; -3.209; 0.224; 0.166; 0.152; 0.017; 5132.4;3390.0;10549.0;  4638.7; -2195.9;   38.6; 4303.6;Pismis 23
092.71900;+20.61700;Pismis_27        ;092.719;+20.617;190.067;  0.797; 0.051;  40; -0.140; 0.256; -1.994; 0.166; 0.504; 0.051; 0.010; 1876.4;1580.5; 2310.0; -1847.3;  -328.0;   26.1;10192.6;Pismis 27
127.83400;-38.64000;Pismis_3         ;127.834;-38.640;257.853;  0.503; 0.113;1047; -4.809; 0.153;  6.645; 0.186; 0.403; 0.069; 0.002; 2316.1;1880.6; 3014.0;  -487.3; -2264.1;   20.3; 9113.1;Pismis 3
128.79000;-44.40700;Pismis_4         ;128.790;-44.407;262.916; -2.353; 0.291; 113; -8.236; 0.166;  5.337; 0.145; 1.414; 0.040; 0.004;  692.8; 647.9;  744.4;   -85.4;  -687.0;  -28.4; 8453.3;Pismis 4
129.40700;-39.60300;Pismis_5         ;129.407;-39.603;259.355;  0.905; 0.124;  92; -5.494; 0.224;  4.275; 0.163; 1.026; 0.067; 0.008;  947.6; 865.6; 1046.8;  -175.0;  -931.2;   15.0; 8565.8;Pismis 5
130.28700;-38.69900;Pismis_7         ;130.287;-38.699;259.053;  1.997; 0.034; 120; -3.312; 0.094;  2.793; 0.113; 0.150; 0.055; 0.005; 5571.5;3578.4;12609.0; -1057.4; -5466.8;  194.1;10871.8;Pismis 7
130.40700;-46.27200;Pismis_8         ;130.407;-46.272;265.089; -2.578; 0.034;  54; -5.757; 0.128;  4.945; 0.098; 0.517; 0.049; 0.007; 1832.2;1548.5; 2243.1;  -156.7; -1823.6;  -82.4; 8690.2;Pismis 8
334.69500;+63.25100;Pismis_Moreno_1  ;334.695;+63.251;106.713;  5.293; 0.075;  63; -2.301; 0.335; -2.251; 0.300; 1.051; 0.079; 0.012;  926.1; 847.6; 1020.6;  -265.2;   883.2;   85.4; 8650.4;NAME Cl Pismis-Moreno 1
205.22000;-59.27100;Platais_10       ;205.220;-59.271;309.220;  2.996; 0.485;  21;-30.591; 0.475;-10.215; 0.419; 4.158; 0.099; 0.022;  238.8; 233.3;  244.7;   150.8;  -184.8;   12.5; 8191.3;Platais 10
069.97600;+71.28000;Platais_3        ;069.976;+71.280;139.221; 16.068; 1.723;  90;  3.616; 1.275;-20.931; 0.626; 5.620; 0.165; 0.017;  177.0; 174.0;  180.2;  -128.8;   111.1;   49.0; 8469.6;Platais 3
136.71800;-58.68500;Platais_8        ;136.718;-58.685;277.121; -7.576; 2.716; 211;-15.596; 1.260; 14.474; 1.164; 7.415; 0.278; 0.019;  134.3; 132.6;  136.2;    16.5;  -132.1;  -17.7; 8324.5;Platais 8
139.24100;-43.86200;Platais_9        ;139.241;-43.862;267.362;  3.707; 1.595; 128;-24.705; 1.086; 13.333; 0.583; 5.463; 0.239; 0.026;  181.9; 178.7;  185.3;    -8.4;  -181.4;   11.8; 8350.3;Platais 9
122.37400;-47.33500;Pozzo_1          ;122.374;-47.335;262.798; -7.691; 0.625; 390; -6.516; 0.270;  9.530; 0.391; 2.853; 0.102; 0.005;  346.9; 335.3;  359.4;   -43.1;  -341.1;  -46.4; 8390.0;Pozzo 1
075.50800;+37.47500;RSG_1            ;075.508;+37.475;167.817; -2.699; 0.621;  99;  0.770; 0.340;-12.330; 0.316; 3.001; 0.087; 0.010;  330.0; 319.5;  341.3;  -322.2;    69.6;  -15.5; 8662.5;RSG 1
303.48200;+45.57400;RSG_5            ;303.482;+45.574; 81.719;  6.098; 0.867; 173;  3.573; 0.277;  1.605; 0.308; 2.945; 0.102; 0.008;  336.2; 325.3;  347.9;    48.2;   330.8;   35.7; 8298.4;RSG 5
344.19000;+59.36300;RSG_7            ;344.190;+59.363;108.781; -0.320; 0.826; 133;  4.927; 0.428; -1.865; 0.699; 2.337; 0.095; 0.008;  422.6; 405.5;  441.3;  -136.1;   400.1;   -2.4; 8485.5;RSG 7
344.98300;+59.37100;RSG_8            ;344.983;+59.371;109.150; -0.484; 1.015; 211;  5.343; 0.483; -1.654; 0.539; 2.210; 0.204; 0.012;  446.7; 427.6;  467.6;  -146.5;   422.0;   -3.8; 8497.0;RSG 8
031.86200;+60.26000;Riddle_4         ;031.862;+60.260;132.230; -1.232; 0.037;  53; -0.757; 0.095; -0.451; 0.126; 0.339; 0.060; 0.008; 2719.4;2138.2; 3734.5; -1827.3;  2013.2;  -58.5;10364.7;Riddle 4
296.26100;+23.97700;Roslund_2        ;296.261;+23.977; 60.205; -0.182; 0.160; 134; -1.741; 0.092; -5.115; 0.107; 0.463; 0.038; 0.003; 2031.8;1688.7; 2549.9;  1009.6;  1763.2;   -6.5; 7539.5;Roslund 2
299.69500;+20.50900;Roslund_3        ;299.695;+20.509; 58.843; -4.685; 0.081; 112; -0.386; 0.086; -5.108; 0.092; 0.585; 0.045; 0.005; 1629.0;1400.8; 1946.1;   840.0;  1389.4; -133.0; 7627.6;Roslund 3
301.19900;+29.19600;Roslund_4        ;301.199;+29.196; 66.954; -1.262; 0.061;  50; -2.166; 0.261; -5.057; 0.155; 0.423; 0.092; 0.013; 2211.6;1811.3; 2838.9;   865.6;  2034.6;  -48.7; 7746.4;Roslund 4
302.64100;+33.75100;Roslund_5        ;302.641;+33.751; 71.451;  0.166; 0.378; 164;  1.981; 0.216; -1.164; 0.147; 1.831; 0.060; 0.005;  537.7; 510.2;  568.2;   171.0;   509.7;    1.6; 8184.8;Roslund 5
307.18500;+39.79800;Roslund_6        ;307.185;+39.798; 78.495;  0.585; 1.004; 249;  5.875; 0.340;  2.155; 0.274; 2.809; 0.076; 0.006;  352.3; 340.3;  365.2;    70.3;   345.2;    3.6; 8276.9;Roslund 6
313.19600;+37.84700;Roslund_7        ;313.196;+37.847; 79.817; -4.312; 0.460; 151;  1.729; 0.087; -0.360; 0.105; 0.780; 0.037; 0.003; 1236.7;1100.6; 1411.3;   218.0;  1213.8;  -93.0; 8212.2;Roslund 7
099.08400;-14.15700;Ruprecht_1       ;099.084;-14.157;223.960; -9.692; 0.126; 129; -0.316; 0.098; -0.900; 0.103; 0.631; 0.040; 0.004; 1514.2;1315.1; 1784.3; -1074.4; -1036.1; -254.9; 9471.2;Ruprecht 1
106.62600;-20.12500;Ruprecht_10      ;106.626;-20.125;232.571; -5.854; 0.047;  30; -0.849; 0.074;  0.564; 0.105; 0.435; 0.043; 0.008; 2153.1;1771.5; 2744.1; -1301.8; -1700.9; -219.6; 9790.7;Ruprecht 10
181.52000;-62.62400;Ruprecht_100     ;181.520;-62.624;297.745; -0.210; 0.047;  67; -8.255; 0.067;  0.898; 0.057; 0.253; 0.037; 0.004; 3550.9;2620.5; 5505.6;  1653.1; -3142.7;  -13.0; 7388.6;Ruprecht 100
182.39800;-62.99500;Ruprecht_101     ;182.398;-62.995;298.203; -0.508; 0.083; 308; -9.521; 0.100;  0.479; 0.089; 0.272; 0.044; 0.003; 3318.5;2491.9; 4971.1;  1568.2; -2924.4;  -29.4; 7376.3;Ruprecht 101
183.39300;-62.71900;Ruprecht_102     ;183.393;-62.719;298.609; -0.166; 0.032;  51; -4.109; 0.104;  0.293; 0.099; 0.305; 0.053; 0.008; 2997.2;2305.9; 4280.5;  1435.1; -2631.2;   -8.7; 7389.2;Ruprecht 102
188.69400;-61.59200;Ruprecht_105     ;188.694;-61.592;300.951;  1.215; 0.106;  54; -5.986; 0.063; -0.001; 0.069; 0.460; 0.026; 0.004; 2046.7;1699.0; 2573.3;  1052.4; -1754.8;   43.4; 7495.9;Ruprecht 105
199.93700;-64.94400;Ruprecht_107     ;199.937;-64.944;305.925; -2.237; 0.033;  62; -5.845; 0.047; -1.622; 0.090; 0.237; 0.051; 0.006; 3755.2;2728.9; 6015.9;  2201.6; -3038.6; -146.6; 6849.3;Ruprecht 107
203.00200;-58.50900;Ruprecht_108     ;203.002;-58.509;308.223;  3.945; 0.106;  44; -9.025; 0.178; -2.323; 0.155; 0.977; 0.059; 0.010;  994.2; 904.3; 1103.9;   613.7;  -779.2;   68.4; 7765.5;Ruprecht 108
219.01000;-59.97500;Ruprecht_111     ;219.010;-59.975;315.672;  0.284; 0.089; 146; -7.214; 0.114; -6.113; 0.093; 0.666; 0.042; 0.004; 1439.2;1258.2; 1681.2;  1029.6; -1005.7;    7.1; 7379.3;Ruprecht 111
224.25600;-62.56000;Ruprecht_112     ;224.256;-62.560;316.844; -3.130; 0.113; 424; -4.421; 0.089; -4.230; 0.095; 0.322; 0.050; 0.003; 2849.2;2217.5; 3984.2;  2075.4; -1945.9; -155.6; 6559.9;Ruprecht 112
243.21500;-52.39300;Ruprecht_115     ;243.215;-52.393;330.963; -0.844; 0.052; 122; -4.333; 0.128; -4.546; 0.102; 0.366; 0.054; 0.005; 2529.9;2019.1; 3386.7;  2211.7; -1227.8;  -37.2; 6250.1;Ruprecht 115
245.88800;-51.87900;Ruprecht_117     ;245.888;-51.879;332.496; -1.621; 0.056; 100; -0.474; 0.090; -2.234; 0.071; 0.276; 0.037; 0.004; 3275.5;2467.1; 4871.9;  2904.1; -1512.0;  -92.7; 5642.2;Ruprecht 117
247.03900;-51.50000;Ruprecht_119     ;247.039;-51.500;333.265; -1.869; 0.094; 112; -1.300; 0.089; -3.413; 0.102; 0.433; 0.050; 0.005; 2163.3;1778.7; 2761.9;  1931.0;  -972.7;  -70.6; 6482.4;Ruprecht 119
250.43600;-46.15900;Ruprecht_121     ;250.436;-46.159;338.712;  0.094; 0.101; 396; -1.073; 0.137; -2.569; 0.116; 0.462; 0.041; 0.002; 2036.2;1691.8; 2556.9;  1897.3;  -739.3;    3.3; 6485.0;Ruprecht 121
263.78300;-34.30600;Ruprecht_126     ;263.783;-34.306;354.265; -0.958; 0.051;  91; -0.457; 0.133; -3.295; 0.099; 0.244; 0.054; 0.006; 3654.6;2678.1; 5760.0;  3635.8;  -365.2;  -61.1; 4718.4;Ruprecht 126
264.46200;-36.30900;Ruprecht_127     ;264.462;-36.309;352.872; -2.502; 0.061;  78; -0.297; 0.097; -2.266; 0.085; 0.385; 0.050; 0.006; 2414.4;1945.1; 3182.1;  2393.5;  -299.3; -105.4; 5954.0;Ruprecht 127
266.06300;-34.87900;Ruprecht_128     ;266.063;-34.879;354.777; -2.853; 0.057; 197;  1.889; 0.169; -1.262; 0.137; 0.498; 0.070; 0.005; 1898.5;1595.5; 2343.6;  1888.3;  -172.6;  -94.5; 6454.0;Ruprecht 128
266.90000;-30.09800;Ruprecht_130     ;266.900;-30.098;359.231; -0.971; 0.037;  54;  0.477; 0.116; -1.795; 0.102; 0.389; 0.041; 0.007; 2394.1;1931.5; 3147.3;  2393.6;   -32.1;  -40.6; 5946.5;Ruprecht 130
268.18400;-29.53700;Ruprecht_134     ;268.184;-29.537;  0.284; -1.640; 0.055; 118; -1.653; 0.085; -2.432; 0.100; 0.391; 0.057; 0.005; 2379.6;1922.2; 3122.9;  2378.6;    11.8;  -68.1; 5961.4;Ruprecht 134
269.51100;-11.64600;Ruprecht_135     ;269.511;-11.646; 16.405;  6.269; 0.072;  56;  1.420; 0.121; -1.415; 0.073; 0.901; 0.047; 0.006; 1075.1; 970.7; 1204.9;  1025.1;   301.8;  117.4; 7321.1;Ruprecht 135
269.98400;-24.66500;Ruprecht_138     ;269.984;-24.665;  5.302; -0.576; 0.057; 121;  0.248; 0.104; -1.147; 0.101; 0.369; 0.049; 0.004; 2514.0;2008.8; 3358.8;  2503.2;   232.3;  -25.3; 5841.5;Ruprecht 138
278.17400;-12.14800;Ruprecht_143     ;278.174;-12.148; 20.002; -1.426; 0.045; 106;  0.722; 0.114; -1.086; 0.103; 0.323; 0.059; 0.006; 2842.4;2213.2; 3971.5;  2670.1;   971.9;  -70.7; 5752.6;Ruprecht 143
278.43700;-11.42500;Ruprecht_144     ;278.437;-11.425; 20.762; -1.321; 0.150;  58;  0.142; 0.125; -0.876; 0.097; 0.555; 0.050; 0.007; 1711.7;1461.3; 2064.4;  1600.1;   606.6;  -39.5; 6767.1;Ruprecht 144
282.63600;-18.27000;Ruprecht_145     ;282.636;-18.270; 16.464; -8.027; 0.330; 229;  8.329; 0.321; -4.080; 0.282; 1.651; 0.069; 0.005;  595.2; 561.7;  632.8;   565.2;   167.0;  -83.1; 7776.6;Ruprecht 145
289.08700;-16.33300;Ruprecht_147     ;289.087;-16.333; 20.930;-12.760; 0.652; 174; -0.939; 0.445;-26.576; 0.581; 3.250; 0.103; 0.009;  305.0; 296.0;  314.6;   277.8;   106.3;  -67.4; 8062.9;Ruprecht 147
071.63800;+44.71100;Ruprecht_148     ;071.638;+44.711;160.359; -0.403; 0.043;  45; -0.153; 0.084; -1.076; 0.081; 0.260; 0.049; 0.007; 3461.1;2571.3; 5292.6; -3259.7;  1163.4;  -24.4;11657.9;Ruprecht 148
115.31500;-16.27900;Ruprecht_151     ;115.315;-16.279;233.079;  3.236; 0.113;  41; -4.272; 0.158;  3.242; 0.171; 0.867; 0.056; 0.008; 1115.6;1003.7; 1255.7;  -669.1;  -890.5;   63.0; 9053.0;Ruprecht 151
110.79800;-19.48000;Ruprecht_16      ;110.798;-19.480;233.811; -2.074; 0.071;  62; -2.174; 0.085;  2.501; 0.095; 0.304; 0.045; 0.007; 3001.4;2309.7; 4289.0; -1771.0; -2420.8; -108.6;10396.8;Ruprecht 16
152.40000;-61.25900;Ruprecht_161     ;152.400;-61.259;284.698; -4.255; 0.377;  83;-10.391; 0.122;  3.742; 0.196; 1.086; 0.036; 0.004;  897.3; 823.4;  985.7;   227.0;  -865.5;  -66.6; 8159.0;Ruprecht 161
172.61600;-60.75200;Ruprecht_164     ;172.616;-60.752;293.198;  0.580; 0.044; 159; -6.830; 0.096;  1.321; 0.094; 0.194; 0.040; 0.003; 4475.4;3092.1; 8112.3;  1762.9; -4113.4;   45.3; 7757.5;Ruprecht 164
215.15000;-58.85800;Ruprecht_167     ;215.150;-58.858;314.252;  2.040; 0.179;  89; -8.205; 0.125; -4.838; 0.112; 0.613; 0.047; 0.005; 1556.9;1347.1; 1844.2;  1085.8; -1114.5;   55.4; 7339.4;Ruprecht 167
276.33500;-09.99500;Ruprecht_170     ;276.335;-09.995; 21.071;  1.172; 0.071;  96;  0.452; 0.127; -0.132; 0.191; 0.463; 0.058; 0.006; 2033.1;1689.5; 2552.1;  1896.7;   730.8;   41.6; 6484.6;Ruprecht 170
278.01200;-16.06200;Ruprecht_171     ;278.012;-16.062; 16.452; -3.089; 0.113; 739;  7.677; 0.187;  1.091; 0.165; 0.620; 0.066; 0.003; 1540.4;1334.8; 1820.9;  1475.2;   435.6;  -83.0; 6878.6;Ruprecht 171
302.88800;+35.60300;Ruprecht_172     ;302.888;+35.603; 73.112;  1.010; 0.041;  96; -2.034; 0.092; -3.668; 0.091; 0.259; 0.048; 0.005; 3473.4;2577.7; 5315.6;  1008.9;  3323.1;   61.2; 8049.1;Ruprecht 172
310.85600;+37.03100;Ruprecht_174     ;310.856;+37.031; 78.012; -3.377; 0.066;  94; -3.154; 0.084; -4.675; 0.097; 0.398; 0.045; 0.005; 2343.9;1899.1; 3062.6;   486.0;  2288.8; -138.1; 8180.7;Ruprecht 174
243.67600;-51.33200;Ruprecht_176     ;243.676;-51.332;331.899; -0.269; 0.039; 130; -2.644; 0.130; -2.984; 0.078; 0.335; 0.070; 0.006; 2749.3;2155.6; 3790.7;  2425.2; -1295.0;  -12.9; 6054.9;Ruprecht 176
