#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T21:33:37 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ebfe1663d08	
#INFO	-out.max=unlimited	
#INFO	queryParameters=36	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/ApJS/260/8&tab:{J/ApJS/260/8/params}&key:source=J/ApJS/260/8/params&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/ApJS/260/8/params
#-order=I
#-out=Cluster
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=Plx
#-out=s_Plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=o_RV
#-out=m-M
#-out=AG
#-out=logAge
#-out=Z
#-out=N70
#-out=minProb
#-out=NminProb
#-out=Class
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_22600008
#Name: J/ApJS/260/8
#Title: 541 new open cluster candidates (He+, 2022)
#Coosys	G:	galactic
#Table	J_ApJS_260_8_params:
#Name: J/ApJS/260/8/params
#Title: Parameters of median astrometric values and isochrone fits for 541 new open cluster candidates
#Column	_RAJ2000	(F9.5)	Right ascension (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F9.5)	Declination (FK5, Equinox=J2000.0) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
#Column	Cluster	(I3)	[1/541] Cluster CWNU ID (cluster)	[ucd=meta.id;meta.main]
#Column	GLON	(F7.3)	Galactic longitude (l)	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Longitude dispersion (sigma_l)	[ucd=instr.dispersion]
#Column	GLAT	(F7.3)	Galactic latitude (b)	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Latitude dispersion (sigma_b)	[ucd=instr.dispersion]
#Column	Plx	(F5.2)	Parallax (Parallax)	[ucd=pos.parallax]
#Column	s_Plx	(F5.2)	Parallax dispersion (sigma_Parallax)	[ucd=stat.error]
#Column	pmRA	(F6.2)	Proper motion along RA, pmRA*cosDE (pmRA*)	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	pmRA dispersion (sigma_pmRA*)	[ucd=pos.pm]
#Column	pmDE	(F6.2)	Proper motion along DE (pmDEC)	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	pmDE dispersion (sigma_pmDEC)	[ucd=pos.pm]
#Column	RV	(A5)	? Radial velocity (RV)	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(A4)	? RV dispersion (sigma_RV)	[ucd=instr.dispersion]
#Column	o_RV	(I1)	? Stars used to compute RV (N_RV) [NULL integer written as an empty string]	[ucd=meta.number]
#Column	m-M	(F5.2)	RV dispersion (N_RV>1)|RV error(N_RV=1)) (m-M)	[ucd=stat.variance]
#Column	AG	(F5.2)	G band extinction (A_G)	[ucd=phys.absorption]
#Column	logAge	(F4.1)	Logarithmic age (log(age/yr))	[ucd=time.age]
#Column	Z	(F6.3)	Metallicity (Z)	[ucd=phys.abund.Z]
#Column	N70	(I3)	Number of member stars with Pcl>0.7 (N_70)	[ucd=meta.number]
#Column	minProb	(F5.2)	Minimum Pcl used for statistics (min_prob)	[ucd=stat.fit.goodness]
#Column	NminProb	(I3)	Number of member stars with Pcl>minProb (N_min_prob)	[ucd=meta.number]
#Column	Class	(I1)	[1/3] Classification (class)	[ucd=meta.code.class]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) (computed by VizieR, not part of the original data. The format may include more digits than the original data because of internal accuracy requirements in VizieR and across other CDS services)	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Cluster;GLON;s_GLON;GLAT;s_GLAT;Plx;s_Plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;o_RV;m-M;AG;logAge;Z;N70;minProb;NminProb;Class;_RA.icrs;_DE.icrs
110.90854;-11.19121;280;226.553; 0.06;+01.934; 0.06; 0.31; 0.04; -1.28; 0.09;  1.48; 0.14;  ---; ---;0;12.20; 1.50; 7.4; 0.004; 67; 0.70; 67;1;110.9085;-11.1912
106.01580;-16.34207;281;228.919; 0.12;-04.662; 0.12; 0.67; 0.07; -2.66; 0.23;  1.34; 0.22;  ---; ---;0;10.40; 0.90; 6.9; 0.002; 40; 0.72; 40;1;106.0158;-16.3421
245.42253;-53.99778;282;330.794; 0.15;-02.916; 0.10; 0.78; 0.03; -2.83; 0.09; -2.96; 0.08;  ---; ---;0;10.15; 1.10; 7.8; 0.004; 50; 0.71; 50;1;245.4225;-53.9978
113.84917;-42.90854;283;255.894; 0.20;-10.730; 0.14; 0.86; 0.04; -4.34; 0.21;  4.36; 0.17;  ---; ---;0;10.05; 1.10; 7.6; 0.006; 26; 1.00; 26;1;113.8492;-42.9085
211.88365;-61.70654;284;311.820; 0.19;-00.155; 0.12; 0.54; 0.03; -4.86; 0.12; -2.04; 0.12;  ---; ---;0;11.45; 1.30; 7.6; 0.022;147; 0.70;147;1;211.8836;-61.7065
255.62781;-42.88105;285;343.594; 0.10;-00.680; 0.09; 0.94; 0.05;  0.41; 0.19; -2.48; 0.16;  ---; ---;0; 9.55; 2.10; 8.7; 0.004; 70; 0.71; 70;1;255.6278;-42.8810
327.95154;+64.08023;286;104.787; 0.20;+07.735; 0.26; 1.12; 0.07; -3.13; 0.32; -4.49; 0.44; 12.4;19.0;1; 9.95; 0.90; 7.9; 0.040; 55; 0.70; 55;1;327.9515;+64.0802
155.23334;-55.97688;287;282.955; 0.26;+00.944; 0.13; 2.28; 0.04;-14.50; 0.18;  2.51; 0.20; 12.2; 1.3;6; 8.30; 0.25; 7.7; 0.026; 29; 0.65; 30;1;155.2333;-55.9769
098.45033;-01.74213;288;212.473; 0.08;-04.718; 0.12; 0.48; 0.03;  0.05; 0.20; -0.84; 0.13; 42.1; 0.8;2;11.65; 2.00; 8.1; 0.018; 29; 0.61; 38;1;098.4503;-01.7421
100.62752;+07.56493;289;205.184; 0.18;+01.471; 0.15; 0.72; 0.10; -1.57; 0.25;  0.01; 0.42;  ---; ---;0;11.65; 0.50; 6.6; 0.004; 21; 0.60; 38;1;100.6275;+07.5649
123.38442;-22.08819;290;242.022; 0.20;+06.758; 0.07; 0.90; 0.03; -1.17; 0.08;  0.38; 0.07;  ---; ---;0;10.75; 0.20; 7.9; 0.040; 31; 0.74; 31;1;123.3844;-22.0882
255.39821;-25.67747;291;357.208; 0.38;+09.922; 0.21; 1.02; 0.06; -0.55; 0.14;  0.34; 0.12;  ---; ---;0; 9.95; 0.55; 7.9; 0.020; 34; 0.70; 34;1;255.3982;-25.6775
140.01649;-50.20989;292;272.264; 0.10;-00.364; 0.06; 0.51; 0.04; -4.98; 0.08;  2.79; 0.08; 43.2; 2.1;1;11.80; 2.50; 7.7; 0.036; 78; 0.70; 78;1;140.0165;-50.2099
273.26828;-20.40527;293;010.500; 0.06;-01.146; 0.09; 0.83; 0.05; -0.56; 0.10; -0.21; 0.09;  ---; ---;0;10.40; 0.75; 8.3; 0.038; 37; 0.74; 37;1;273.2683;-20.4053
334.85692;+43.13628;294;095.638; 0.52;-11.536; 0.44; 1.59; 0.08; -0.98; 0.23; -4.40; 0.33; -8.0; 0.5;2; 8.50; 0.45; 7.6; 0.012; 40; 1.00; 40;1;334.8569;+43.1363
320.83109;+60.11495;295;099.618; 0.13;+07.037; 0.27; 0.82; 0.04; -2.81; 0.26; -3.70; 0.29;  ---; ---;0;10.60; 1.20; 7.9; 0.018; 20; 0.60; 34;1;320.8311;+60.1150
277.22968;-14.29593;296;017.671; 0.14;-01.604; 0.07; 0.53; 0.04; -0.10; 0.10; -1.02; 0.12;  ---; ---;0;11.95; 0.20; 6.4; 0.028; 53; 0.70; 53;1;277.2297;-14.2959
350.03578;+51.49777;297;108.786; 0.05;-08.849; 0.05; 0.47; 0.02; -2.98; 0.11; -0.47; 0.09;  ---; ---;0;12.90; 0.05; 6.8; 0.038; 29; 1.00; 29;1;350.0358;+51.4978
120.05577;-36.73172;298;252.839; 0.04;-03.545; 0.02; 0.43; 0.05; -3.12; 0.09;  4.03; 0.10;  ---; ---;0;13.20; 3.00; 6.8; 0.040; 39; 0.70; 39;1;120.0558;-36.7317
089.52776;+29.57211;299;180.842; 0.11;+02.668; 0.20; 0.62; 0.04;  0.19; 0.07; -1.98; 0.10;  ---; ---;0;11.45; 0.65; 7.5; 0.040; 42; 0.71; 42;1;089.5278;+29.5721
085.66041;+25.76923;300;182.353; 0.13;-02.221; 0.10; 0.77; 0.04; -0.02; 0.08; -4.41; 0.08;  ---; ---;0;10.50; 0.75; 7.1; 0.014; 60; 0.70; 60;1;085.6604;+25.7692
125.76382;-31.62526;301;251.157; 0.15;+03.201; 0.14; 0.75; 0.03; -4.96; 0.13;  4.32; 0.12;  ---; ---;0;10.40; 0.40; 7.5; 0.012; 47; 1.00; 47;1;125.7638;-31.6253
104.63711;-03.03355;302;216.442; 0.04;+00.197; 0.03; 0.42; 0.06; -1.26; 0.17;  0.51; 0.14;  ---; ---;0;12.30; 0.70; 6.9; 0.028; 56; 0.70; 56;1;104.6371;-03.0335
275.36177;-17.55849;303;013.946; 0.25;-01.538; 0.14; 0.53; 0.02;  0.53; 0.18; -1.85; 0.13;  ---; ---;0;11.65; 1.90; 7.4; 0.032; 28; 0.60; 42;1;275.3618;-17.5585
251.05110;-53.20229;304;333.652; 0.20;-04.827; 0.12; 0.51; 0.02; -2.08; 0.08; -3.75; 0.09;-27.6; 0.5;2;10.85; 1.25; 8.7; 0.004; 61; 0.70; 61;1;251.0511;-53.2023
055.67568;+58.88954;305;143.521; 0.55;+03.043; 0.33; 1.47; 0.06; -2.29; 0.40; -0.45; 0.28;  ---; ---;0; 9.25; 0.85; 7.7; 0.024; 41; 1.00; 41;1;055.6757;+58.8895
119.99833;-45.54868;306;260.397; 0.13;-08.154; 0.09; 0.61; 0.05; -3.53; 0.19;  5.00; 0.11;  ---; ---;0;10.50; 0.45; 7.0; 0.004; 61; 0.71; 61;1;119.9983;-45.5487
285.20744;+15.81952;307;048.099; 0.08;+05.119; 0.04; 0.46; 0.04; -0.95; 0.05; -4.14; 0.04; 14.5; 0.4;3;11.00; 1.25; 9.3; 0.038; 49; 0.72; 49;1;285.2074;+15.8195
211.44623;-64.13171;308;310.933; 0.13;-02.421; 0.09; 0.63; 0.02; -7.05; 0.14; -3.64; 0.18;-12.1; 0.6;1;11.85; 1.90; 8.5; 0.018; 18; 0.60; 32;1;211.4462;-64.1317
319.49108;+60.08395;309;099.124; 0.03;+07.492; 0.03; 0.62; 0.06; -4.63; 0.18; -3.53; 0.20;  ---; ---;0;10.40; 1.60; 6.8; 0.018; 61; 0.73; 61;1;319.4911;+60.0839
103.01250;+01.93429;310;211.280; 0.06;+01.018; 0.06; 0.63; 0.06; -1.81; 0.07;  1.07; 0.10;  ---; ---;0;11.85; 0.30; 6.7; 0.008; 26; 0.41; 30;1;103.0125;+01.9343
332.77476;+42.34061;311;093.894; 0.72;-11.314; 0.27; 1.56; 0.06; -1.11; 0.13; -4.52; 0.15; -0.6; 4.0;1; 9.00; 0.35; 7.5; 0.022; 31; 0.76; 31;1;332.7748;+42.3406
332.49562;+56.41763;312;101.940; 0.12;+00.274; 0.09; 0.77; 0.02; -4.94; 0.07; -3.83; 0.16;-23.8; 0.4;1;10.85; 1.40; 8.3; 0.036; 31; 0.75; 31;1;332.4956;+56.4176
294.70501;-01.13437;313;037.371; 0.46;-11.051; 0.40; 1.65; 0.07;  0.36; 0.38; -2.48; 0.20;  ---; ---;0; 8.65; 0.45; 7.7; 0.026;  8; 0.53; 30;1;294.7050;-01.1344
287.98720;-10.05050;314;026.233; 0.65;-09.085; 0.36; 2.71; 0.13; -0.56; 0.27; -6.95; 0.43;-17.6; 2.9;7; 8.10; 0.65; 7.7; 0.034; 39; 1.00; 39;1;287.9872;-10.0505
202.71567;-57.20018;315;308.275; 0.12;+05.262; 0.13; 0.88; 0.05; -5.66; 0.08; -1.37; 0.09;  ---; ---;0; 9.95; 0.70; 7.5; 0.022; 70; 0.70; 70;1;202.7157;-57.2002
260.77827;-44.37785;316;344.571; 0.04;-04.576; 0.04; 0.88; 0.04;  2.09; 0.13; -3.27; 0.10;  ---; ---;0;10.50; 1.10; 7.4; 0.032; 42; 0.72; 42;1;260.7783;-44.3778
254.14259;-39.82838;317;345.305; 0.08;+02.083; 0.18; 0.65; 0.08; -1.81; 0.26; -2.25; 0.16; -9.5; 0.5;1;11.00; 1.05; 8.4; 0.040; 91; 0.70; 91;1;254.1426;-39.8284
219.14074;-61.90197;318;314.973; 0.10;-01.513; 0.04; 0.52; 0.02; -2.76; 0.06; -1.15; 0.06; -7.2; 0.4;2;11.70; 1.25; 8.9; 0.018; 32; 0.72; 32;1;219.1407;-61.9020
298.25928;+30.82044;319;067.004; 0.11;+01.757; 0.06; 0.25; 0.03; -1.77; 0.07; -3.05; 0.07;-24.8; 2.7;7;12.50; 1.70; 8.8; 0.020;137; 0.70;137;1;298.2593;+30.8204
109.93014;-24.03206;320;237.466; 0.05;-04.913; 0.05; 0.83; 0.07; -2.75; 0.16;  3.06; 0.11;  ---; ---;0;11.00; 0.60; 6.3; 0.008; 56; 0.71; 56;1;109.9301;-24.0321
113.31055;-20.16208;321;235.539; 0.02;-00.322; 0.05; 0.36; 0.04; -2.31; 0.07;  3.31; 0.06;  ---; ---;0;12.15; 1.40; 8.2; 0.022; 42; 0.70; 42;1;113.3105;-20.1621
131.21489;-54.20523;322;271.692; 0.24;-07.044; 0.12; 0.72; 0.03; -3.49; 0.07;  6.62; 0.13;  ---; ---;0;11.00; 0.65; 8.7; 0.038; 37; 0.73; 37;1;131.2149;-54.2052
124.47702;-55.60746;323;270.589; 0.23;-11.015; 0.14; 0.96; 0.03; -1.24; 0.18;  1.53; 0.07; -6.4; 0.5;1; 9.65; 0.80; 9.2; 0.008; 38; 1.00; 38;1;124.4770;-55.6075
113.00752;-16.94494;324;232.583; 0.07;+00.980; 0.06; 0.52; 0.05; -2.23; 0.26;  2.56; 0.19;  ---; ---;0;11.95; 1.60; 6.8; 0.020; 84; 0.70; 84;1;113.0075;-16.9449
233.85562;-55.45455;325;324.771; 0.05;+00.305; 0.06; 0.51; 0.04; -0.63; 0.08; -2.34; 0.11;-28.5; 0.5;1;10.80; 2.90; 8.3; 0.006; 25; 0.40; 36;1;233.8556;-55.4546
298.52257;+29.12177;326;065.664; 0.07;+00.688; 0.04; 0.47; 0.03; -0.60; 0.07; -2.55; 0.11;  4.4; 6.3;2;10.90; 1.35; 9.0; 0.006; 34; 0.76; 34;1;298.5226;+29.1218
103.18357;-09.36746;327;221.429; 0.32;-03.971; 0.47; 1.22; 0.04; -3.30; 0.41;  2.52; 0.52; 50.9; 3.7;1; 9.70; 0.20; 7.6; 0.026; 13; 0.51; 34;1;103.1836;-09.3675
280.88343;-14.43150;328;019.171; 0.08;-04.814; 0.08; 0.60; 0.04;  0.81; 0.08; -0.76; 0.10;  ---; ---;0;11.05; 2.00; 8.0; 0.024; 69; 0.73; 69;1;280.8834;-14.4315
107.29519;-09.49277;329;223.393; 0.14;-00.419; 0.08; 0.35; 0.04; -0.50; 0.09; -0.36; 0.09;  ---; ---;0;12.00; 1.25; 8.6; 0.012; 17; 0.50; 46;1;107.2952;-09.4928
106.80256;-11.96646;330;225.367; 0.07;-01.987; 0.04; 0.37; 0.03; -1.49; 0.09;  1.33; 0.04;  ---; ---;0;12.15; 1.55; 7.4; 0.012; 17; 0.60; 32;1;106.8026;-11.9665
124.42155;-39.56739;331;257.087; 0.22;-02.196; 0.06; 0.83; 0.03; -5.05; 0.15;  4.16; 0.19;  ---; ---;0;11.35; 1.85; 7.0; 0.036; 35; 0.73; 35;1;124.4215;-39.5674
105.83008;-12.66633;332;225.555; 0.08;-03.152; 0.06; 0.78; 0.05; -0.56; 0.09; -0.38; 0.10;  ---; ---;0;10.45; 0.70; 7.7; 0.030; 36; 0.74; 36;1;105.8301;-12.6663
322.47430;+45.57256;333;090.205; 0.25;-04.106; 0.13; 0.64; 0.02; -3.38; 0.06; -4.47; 0.06;  ---; ---;0;11.10; 0.75; 8.7; 0.022; 30; 0.72; 30;1;322.4743;+45.5726
089.44969;+19.04972;334;189.924; 0.17;-02.652; 0.18; 0.90; 0.07; -0.24; 0.19; -3.02; 0.20;  ---; ---;0;10.45; 0.80; 7.8; 0.038; 41; 0.70; 41;1;089.4497;+19.0497
054.67787;+44.89323;335;151.462; 0.54;-08.514; 0.25; 1.06; 0.06; -1.76; 0.24; -3.15; 0.30;  ---; ---;0;10.10; 0.95; 7.7; 0.028; 58; 0.92; 58;1;054.6779;+44.8932
308.45164;+47.08003;336;084.924; 0.18;+04.136; 0.10; 0.66; 0.03; -0.88; 0.28; -1.87; 0.13;-14.4; 0.7;1;11.45; 1.40; 8.6; 0.028; 21; 0.52; 38;1;308.4516;+47.0800
279.15846;-08.89993;337;023.331; 0.08;-00.790; 0.13; 0.51; 0.03; -0.75; 0.12; -2.87; 0.10;  ---; ---;0;10.90; 2.60; 8.7; 0.022; 56; 0.71; 56;1;279.1585;-08.8999
124.49944;-39.28527;338;256.887; 0.12;-01.988; 0.24; 1.59; 0.04; -5.25; 0.12;  5.40; 0.14; 36.9; 8.9;2; 8.85; 0.45; 7.2; 0.018; 44; 0.71; 44;1;124.4994;-39.2853
125.92425;-43.09445;339;260.637; 0.22;-03.263; 0.07; 0.64; 0.04; -3.95; 0.13;  2.74; 0.13; 17.1; 0.3;1;11.30; 0.95; 8.1; 0.040; 33; 0.76; 33;1;125.9243;-43.0944
106.77081;-26.39675;340;238.290; 0.15;-08.531; 0.11; 1.06; 0.05; -3.68; 0.10;  4.68; 0.09;  ---; ---;0;10.05; 0.05; 7.7; 0.030; 27; 0.41; 31;1;106.7708;-26.3967
111.13511;-17.19096;341;231.944; 0.05;-00.710; 0.03; 0.34; 0.03; -1.33; 0.07; -0.49; 0.07; 41.3; 1.3;1;11.80; 1.10; 9.0; 0.030; 55; 0.70; 55;1;111.1351;-17.1910
102.89285;-38.12688;342;247.877; 0.17;-16.327; 0.37; 1.58; 0.07; -1.59; 0.36;  5.40; 0.47; 41.7;33.0;2; 8.50; 0.35; 9.0; 0.004; 20; 0.52; 32;1;102.8928;-38.1269
003.92835;+68.90797;343;119.710; 0.45;+06.260; 0.20; 1.04; 0.04; -2.88; 0.15; -0.19; 0.19;-36.6; 0.3;1; 9.75; 2.00; 8.7; 0.040; 42; 0.70; 42;1;003.9283;+68.9080
075.40158;+30.74702;344;173.118; 0.13;-06.867; 0.13; 0.58; 0.06;  0.73; 0.12; -3.05; 0.17;  ---; ---;0;11.85; 0.25; 6.5; 0.030; 20; 0.60; 36;1;075.4016;+30.7470
018.92843;+71.17655;345;124.908; 0.32;+08.398; 0.24; 1.02; 0.06;  2.33; 0.26;  0.33; 0.19; 20.7; 6.3;1;10.40; 0.95; 7.9; 0.038; 32; 0.75; 32;1;018.9284;+71.1765
034.50231;+61.15304;346;133.182; 0.06;+00.016; 0.09; 0.46; 0.06; -0.84; 0.20; -0.25; 0.12;-61.2; 1.8;1;11.15; 3.15; 7.9; 0.040; 53; 0.88; 53;1;034.5023;+61.1530
293.63577;+32.19318;347;066.243; 0.77;+05.861; 0.34; 2.38; 0.09;  2.46; 0.51; -1.31; 0.30;-19.1; 1.5;8; 8.20; 0.25; 7.7; 0.018; 83; 0.70; 83;1;293.6358;+32.1932
328.12511;+64.96732;348;105.413; 0.04;+08.374; 0.07; 0.89; 0.05; -2.13; 0.16; -4.56; 0.23;-10.6;11.8;1; 9.60; 0.90; 6.6; 0.008; 32; 0.72; 32;1;328.1251;+64.9673
306.66750;+49.11645;349;085.886; 0.05;+06.292; 0.04; 0.59; 0.03;  0.17; 0.05; -3.86; 0.08;  ---; ---;0;11.50; 1.15; 8.8; 0.036; 28; 0.24; 33;1;306.6675;+49.1165
076.36115;+46.03264;350;161.407; 0.28;+03.010; 0.15; 0.94; 0.06; -0.55; 0.17; -1.74; 0.18;  ---; ---;0;10.10; 0.85; 7.9; 0.022; 18; 0.60; 35;1;076.3611;+46.0326
245.25182;-40.83274;351;340.035; 0.12;+06.476; 0.08; 0.90; 0.08; -2.79; 0.13; -3.39; 0.13;  6.3; 2.1;1;10.50; 1.90; 8.4; 0.040; 93; 0.71; 93;1;245.2518;-40.8327
223.54743;-57.61023;352;318.803; 0.21;+01.429; 0.14; 0.89; 0.03; -3.38; 0.10; -2.60; 0.09;  ---; ---;0;10.25; 1.25; 8.4; 0.040; 74; 0.70; 74;1;223.5474;-57.6102
317.02003;+56.43400;353;095.546; 0.14;+05.949; 0.13; 0.62; 0.04; -2.86; 0.16; -3.95; 0.13;-31.3; 0.3;1;10.90; 2.35; 8.0; 0.020; 83; 0.72; 83;1;317.0200;+56.4340
350.45569;+68.72710;354;114.919; 0.20;+07.261; 0.22; 0.83; 0.07; -1.10; 0.21; -0.82; 0.21;  ---; ---;0; 9.95; 2.20; 7.6; 0.006; 47; 1.00; 47;1;350.4557;+68.7271
255.06574;-38.78289;355;346.569; 0.06;+02.171; 0.04; 0.52; 0.06; -0.71; 0.13;  0.71; 0.12;  ---; ---;0;11.00; 2.05; 8.7; 0.038; 57; 0.70; 57;1;255.0657;-38.7829
215.06057;-61.07288;356;313.463; 0.07;-00.030; 0.07; 0.57; 0.03; -3.71; 0.14; -2.90; 0.07;  ---; ---;0;11.70; 1.50; 6.7; 0.030; 52; 0.73; 52;1;215.0606;-61.0729
220.51429;-58.39773;357;317.013; 0.25;+01.417; 0.11; 0.97; 0.04; -2.08; 0.14; -1.79; 0.15;  ---; ---;0; 9.90; 0.80; 8.0; 0.022; 40; 0.72; 40;1;220.5143;-58.3977
072.96138;+49.08755;358;157.583; 0.06;+03.099; 0.07; 0.56; 0.07; -0.58; 0.07;  0.86; 0.07;  ---; ---;0;12.10; 0.40; 6.3; 0.006; 24; 1.00; 24;1;072.9614;+49.0875
298.05242;+24.87952;359;061.809; 0.15;-01.132; 0.06; 0.64; 0.04; -0.29; 0.06; -1.80; 0.08;  ---; ---;0;10.45; 1.90; 8.6; 0.036; 28; 0.60; 39;1;298.0524;+24.8795
234.52992;-57.08240;360;324.117; 0.06;-01.232; 0.05; 0.39; 0.01; -3.60; 0.12; -2.68; 0.07;  ---; ---;0;11.60; 2.90; 8.7; 0.040; 23; 0.44; 30;1;234.5299;-57.0824
064.35395;+42.80378;361;158.161; 0.17;-05.549; 0.16; 0.98; 0.11;  2.12; 0.15; -1.37; 0.14;  ---; ---;0; 9.95; 1.75; 7.5; 0.006; 58; 0.76; 58;1;064.3540;+42.8038
103.96149;-13.07215;362;225.091; 0.11;-04.960; 0.14; 0.44; 0.04; -1.45; 0.13;  1.32; 0.11;  ---; ---;0;11.30; 1.55; 8.3; 0.006; 42; 1.00; 42;1;103.9615;-13.0721
121.20873;-39.17423;363;255.399; 0.06;-04.062; 0.07; 1.13; 0.07; -4.58; 0.14;  3.97; 0.16;  ---; ---;0; 9.55; 0.70; 6.9; 0.018; 52; 0.92; 52;1;121.2087;-39.1742
054.96595;+43.24561;364;152.635; 0.11;-09.704; 0.11; 1.02; 0.08; -1.27; 0.17; -3.63; 0.12;  ---; ---;0; 9.25; 0.75; 7.1; 0.006; 41; 0.70; 41;1;054.9660;+43.2456
045.50332;+47.96584;365;144.406; 0.05;-09.387; 0.06; 0.33; 0.04;  0.49; 0.08; -1.24; 0.08;-30.1; 2.4;2;12.20; 0.45; 9.2; 0.038; 25; 0.60; 35;1;045.5033;+47.9658
123.48161;-43.08531;366;259.627; 0.19;-04.735; 0.15; 0.55; 0.04; -4.35; 0.20;  4.47; 0.15;  ---; ---;0;11.50; 0.85; 7.7; 0.038; 50; 0.70; 50;1;123.4816;-43.0853
274.11099;-12.72043;367;017.639; 0.21;+01.813; 0.05; 0.69; 0.03; -1.06; 0.18; -0.58; 0.17;  ---; ---;0;10.30; 1.65; 9.1; 0.002; 38; 0.71; 38;1;274.1110;-12.7204
069.95863;+50.30588;368;155.393; 0.05;+02.413; 0.05; 0.39; 0.04;  0.11; 0.11;  0.09; 0.05;-38.4; 5.4;2;11.50; 2.40; 8.5; 0.012; 23; 0.60; 31;1;069.9586;+50.3059
346.11739;+60.97947;369;110.322; 0.21;+00.754; 0.15; 0.61; 0.04; -2.08; 0.09; -1.44; 0.11;-41.5; 2.0;1;10.55; 1.45; 8.9; 0.008; 13; 0.50; 30;1;346.1174;+60.9795
298.40526;+27.54012;370;064.255; 0.08;-00.038; 0.05; 0.47; 0.03; -2.09; 0.11; -4.55; 0.10;  ---; ---;0;10.95; 1.75; 8.4; 0.016; 50; 0.71; 50;1;298.4053;+27.5401
113.87147;-12.66486;371;229.235; 0.05;+03.778; 0.06; 0.39; 0.04; -1.57; 0.06;  2.07; 0.06;  ---; ---;0;12.55; 0.40; 8.3; 0.034; 28; 0.60; 30;1;113.8715;-12.6649
100.04567;-08.91526;372;219.626; 0.31;-06.536; 0.16; 0.99; 0.07; -0.46; 0.24; -0.66; 0.34; 55.2; 3.0;1; 9.90; 0.25; 8.7; 0.038; 40; 1.00; 40;1;100.0457;-08.9153
294.93398;+23.63684;373;059.307; 0.16;+00.703; 0.15; 0.75; 0.04; -0.56; 0.10; -3.66; 0.15;  ---; ---;0;10.00; 1.75; 8.7; 0.004; 38; 0.70; 38;1;294.9340;+23.6368
110.19034;-17.87301;374;232.121; 0.05;-01.826; 0.04; 0.35; 0.03; -1.01; 0.07;  1.35; 0.04;  ---; ---;0;12.05; 0.75; 8.5; 0.024; 35; 0.70; 35;1;110.1903;-17.8730
286.14045;+41.58164;375;072.184; 0.39;+15.339; 0.62; 2.94; 0.09;  1.65; 0.31; -1.13; 0.35;-18.3; 1.5;7; 7.75; 0.05; 7.5; 0.034; 50; 0.96; 50;1;286.1404;+41.5816
302.49513;+34.32362;376;071.865; 0.04;+00.580; 0.02; 0.40; 0.03; -0.67; 0.04; -2.34; 0.06; -3.2; 1.3;2;11.90; 2.05; 8.5; 0.034; 28; 0.52; 30;1;302.4951;+34.3236
029.30083;+68.71743;377;128.868; 0.20;+06.607; 0.24; 0.98; 0.07;  0.65; 0.48;  0.64; 0.31;  ---; ---;0;10.15; 1.70; 8.6; 0.038; 58; 0.96; 58;1;029.3008;+68.7174
018.67824;+60.89488;378;125.760; 0.56;-01.849; 0.34; 1.16; 0.03;  2.96; 0.11; -1.65; 0.14;  ---; ---;0; 9.85; 0.75; 8.6; 0.028; 53; 0.72; 53;1;018.6782;+60.8949
214.06436;-63.51027;379;312.223; 0.08;-02.179; 0.10; 0.41; 0.02; -4.99; 0.11; -1.90; 0.07;-28.4; 1.6;1;11.10; 1.35; 9.1; 0.004; 22; 0.30; 41;1;214.0644;-63.5103
316.37938;+57.22738;380;095.904; 0.10;+06.740; 0.09; 0.82; 0.05; -1.97; 0.15; -5.66; 0.12;-24.2; 2.8;1;10.80; 1.65; 8.5; 0.028; 37; 0.81; 37;1;316.3794;+57.2274
