#
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2023-02-14T22:15:17 [V7.296]
#   In case of problem, please report to:	cds-question@unistra.fr
#
#
#Coosys	J2000:	eq_FK5 J2000
#INFO	version=7.296	
#INFO	-ref=VIZ63ec07e7139633	
#INFO	-out.max=unlimited	
#INFO	queryParameters=38	
#-oc.form=dec
#-out.max=unlimited
#-out.add=_r
#-out.add=_RAJ,_DEJ
#-sort=_r
#-nav=cat:J/A+A/661/A118&tab:{J/A+A/661/A118/table1}&key:source=J/A+A/661/A118/table1&HTTPPRM:&-out.max=50&-out.form=HTML Table&-out.add=_r&-out.add=_RAJ,_DEJ&-sort=_r&-oc.form=sexa&
#-c.eq=J2000
#-c.r=  2
#-c.u=arcmin
#-c.geom=r
#-source=J/A+A/661/A118/table1
#-order=I
#-out=Seq
#-out=Cluster
#-out=RA_ICRS
#-out=s_RA_ICRS
#-out=DE_ICRS
#-out=s_DE_ICRS
#-out=GLON
#-out=s_GLON
#-out=GLAT
#-out=s_GLAT
#-out=plx
#-out=s_plx
#-out=pmRA
#-out=s_pmRA
#-out=pmDE
#-out=s_pmDE
#-out=RV
#-out=s_RV
#-out=Nmemb
#-out=NmembRV
#-out=Flag
#-out=logAge
#-out=Dist
#-out=AV
#-out=_RA.icrs
#-out=_DE.icrs
#

#RESOURCE=yCat_36610118
#Name: J/A+A/661/A118
#Title: 628 new open clusters found with OCfinder (Castro-Ginard+, 2022)
#Coosys	H_2015.500:	ICRS
#Table	J_A_A_661_A118_table1:
#Name: J/A+A/661/A118/table1
#Title: Mean parameters for the reported UBC clusters
#Column	_RAJ2000	(F8.4)	Right ascension (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.ra]
#Column	_DEJ2000	(F8.4)	Declination (FK5, Equinox=J2000.0) at Epoch=J2000, proper motions taken into account 	[ucd=pos.eq.dec]
#Column	Seq	(I3)	[0/627] cluster sequential number	[ucd=meta.record]
#Column	Cluster	(A7)	Cluster name (UBCNNN)	[ucd=meta.id.parent]
#Column	RA_ICRS	(F6.2)	Right Ascension mean (ICRS) at Ep=2015.5	[ucd=pos.eq.ra;meta.main]
#Column	s_RA_ICRS	(F6.2)	Right Ascension standard deviation	[ucd=pos.eq.ra]
#Column	DE_ICRS	(F6.2)	Declination mean (ICRS) at Ep=2015.5	[ucd=pos.eq.dec;meta.main]
#Column	s_DE_ICRS	(F5.2)	Declination standard deviation	[ucd=stat.stdev;pos.eq.dec]
#Column	GLON	(F6.2)	Galactic longitude mean	[ucd=pos.galactic.lon]
#Column	s_GLON	(F5.2)	Galactic longitude standard deviation	[ucd=stat.stdev;pos.galactic.lon]
#Column	GLAT	(F6.2)	Galactic latitude mean	[ucd=pos.galactic.lat]
#Column	s_GLAT	(F5.2)	Galactic latitude standard deviation	[ucd=stat.stdev;pos.galactic.lat]
#Column	plx	(F5.2)	Parallax mean	[ucd=pos.parallax;stat.mean]
#Column	s_plx	(F5.2)	Parallax standard deviation	[ucd=stat.stdev;pos.parallax]
#Column	pmRA	(F5.2)	Proper motion in right ascension mean, pmRA*cosDE	[ucd=pos.pm;pos.eq.ra]
#Column	s_pmRA	(F5.2)	Proper motion in right ascension standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.ra]
#Column	pmDE	(F5.2)	Proper motion in declination mean	[ucd=pos.pm;pos.eq.dec]
#Column	s_pmDE	(F5.2)	Proper motion in declination standard deviation	[ucd=stat.stdev;pos.pm;pos.eq.dec]
#Column	RV	(F6.2)	? Radial velocity mean	[ucd=phys.veloc;pos.heliocentric]
#Column	s_RV	(F5.2)	? Radial velocity standard deviation	[ucd=stat.stdev;spect.dopplerVeloc]
#Column	Nmemb	(I3)	Number of cluster members	[ucd=meta.number]
#Column	NmembRV	(I1)	Number of cluster members with radial velocity measurements	[ucd=meta.number]
#Column	Flag	(A1)	[a] Note (1)	[ucd=meta.code.error]
#Column	logAge	(F6.3)	Logarithm of the cluster age	[ucd=time.age]
#Column	Dist	(F6.1)	Distance to the cluster	[ucd=pos.distance]
#Column	AV	(F6.3)	Line-of-sight extinction	[ucd=phys.absorption]
#Column	_RA.icrs	(F8.4)	Right ascension (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.ra]
#Column	_DE.icrs	(F8.4)	Declination (ICRS) at Epoch=J2000, proper motions taken into account	[ucd=pos.eq.dec]
_RAJ2000;_DEJ2000;Seq;Cluster;RA_ICRS;s_RA_ICRS;DE_ICRS;s_DE_ICRS;GLON;s_GLON;GLAT;s_GLAT;plx;s_plx;pmRA;s_pmRA;pmDE;s_pmDE;RV;s_RV;Nmemb;NmembRV;Flag;logAge;Dist;AV;_RA.icrs;_DE.icrs
054.7400;+51.8800;251;UBC1252;054.74;  0.12;+51.88; 0.06;147.30; 0.07; -2.88; 0.06; 0.37; 0.02; 0.74; 0.08;-2.14; 0.07;      ;     ; 22;0; ; 7.770;2996.0; 2.596;054.7400;+51.8800
064.0100;+56.1700;252;UBC1253;064.01;  0.14;+56.17; 0.10;148.69; 0.08;  3.90; 0.09; 0.24; 0.02;-0.35; 0.09;-0.32; 0.08;      ;     ; 41;0; ; 7.180;4434.0; 1.819;064.0100;+56.1700
056.3400;+50.7300;253;UBC1254;056.34;  0.14;+50.73; 0.11;148.80; 0.10; -3.20; 0.10; 0.34; 0.04; 0.80; 0.09;-1.25; 0.09;-17.48;     ;109;1; ; 8.689;3152.0; 2.453;056.3400;+50.7300
062.9500;+52.9900;254;UBC1255;062.95;  0.12;+52.99; 0.07;150.44; 0.07;  1.17; 0.07; 0.23; 0.05; 0.20; 0.09;-0.58; 0.08;      ;     ; 63;0; ; 7.476;4687.0; 1.990;062.9500;+52.9900
061.3500;+51.5100;255;UBC1256;061.35;  0.13;+51.51; 0.09;150.71; 0.08; -0.58; 0.10; 0.34; 0.04;-0.38; 0.11;-1.27; 0.10;      ;     ; 57;0; ; 7.246;3409.0; 2.430;061.3500;+51.5100
057.9800;+48.4100;256;UBC1257;057.98;  0.07;+48.41; 0.06;151.08; 0.05; -4.35; 0.06; 0.61; 0.01; 1.15; 0.06;-1.08; 0.06;      ;     ; 11;0; ; 8.492;1814.0; 1.267;057.9800;+48.4100
062.4300;+50.3500;257;UBC1258;062.43;  0.05;+50.35; 0.05;152.00; 0.04; -0.98; 0.03; 0.41; 0.03;-0.17; 0.06;-0.53; 0.07;      ;     ; 24;0; ; 9.093;2611.0; 2.653;062.4300;+50.3500
058.9900;+47.4400;258;UBC1259;058.99;  0.13;+47.44; 0.08;152.22; 0.09; -4.67; 0.08; 0.33; 0.02; 1.01; 0.09;-1.42; 0.06;      ;     ; 20;0; ; 7.879;3398.0; 1.561;058.9900;+47.4400
060.6300;+47.7600;259;UBC1260;060.63;  0.11;+47.76; 0.08;152.85; 0.08; -3.70; 0.08; 0.35; 0.02; 0.98; 0.08;-1.52; 0.06;      ;     ; 18;0; ; 7.728;2886.0; 1.860;060.6300;+47.7600
071.7900;+49.7900;260;UBC1261;071.79;  0.07;+49.79; 0.05;156.55; 0.05;  2.96; 0.04; 0.23; 0.03; 0.03; 0.08;-1.73; 0.05; -8.35;     ; 32;1; ; 9.203;4911.0; 1.088;071.7900;+49.7900
070.2400;+47.7000;261;UBC1262;070.24;  0.09;+47.70; 0.06;157.47; 0.06;  0.82; 0.06; 0.38; 0.03; 0.89; 0.06;-1.31; 0.08;      ;     ; 52;0; ; 8.438;3003.0; 3.212;070.2400;+47.7000
066.2100;+44.3300;262;UBC1263;066.21;  0.12;+44.33; 0.08;158.04; 0.07; -3.52; 0.09; 0.32; 0.02;-0.59; 0.10;-1.00; 0.08;      ;     ; 39;0; ; 7.917;3521.0; 1.478;066.2100;+44.3300
067.8600;+44.4200;263;UBC1264;067.86;  0.15;+44.42; 0.07;158.78; 0.09; -2.61; 0.08; 0.36; 0.03; 0.52; 0.08;-1.35; 0.09;      ;     ; 37;0; ; 7.339;3104.0; 1.854;067.8600;+44.4200
069.6000;+43.2800;264;UBC1265;069.60;  0.11;+43.28; 0.06;160.47; 0.08; -2.45; 0.06; 0.24; 0.04;-0.39; 0.09;-1.54; 0.09;      ;     ; 48;0; ; 9.019;4245.0; 1.502;069.6000;+43.2800
071.9800;+44.0300;265;UBC1266;071.98;  0.10;+44.03; 0.06;161.04; 0.07; -0.65; 0.07; 0.48; 0.01; 1.39; 0.06;-2.20; 0.06;      ;     ; 12;0; ; 7.815;2066.0; 0.830;071.9800;+44.0300
072.5400;+43.5400;266;UBC1267;072.54;  0.11;+43.54; 0.08;161.67; 0.07; -0.66; 0.09; 0.44; 0.03; 0.01; 0.10;-1.89; 0.08;-20.02;     ; 39;1; ; 8.701;2201.0; 0.728;072.5400;+43.5400
073.2900;+43.8100;267;UBC1268;073.29;  0.15;+43.81; 0.07;161.81; 0.08; -0.07; 0.10; 0.29; 0.01; 0.04; 0.08;-1.10; 0.09;      ;     ; 22;0; ; 7.797;3636.0; 0.863;073.2900;+43.8100
077.7500;+45.2200;268;UBC1269;077.75;  0.08;+45.22; 0.05;162.64; 0.07;  3.30; 0.04; 0.21; 0.02; 0.99; 0.06;-0.23; 0.06;      ;     ; 19;0; ; 8.953;4606.0; 0.955;077.7500;+45.2200
075.5500;+43.7200;269;UBC1270;075.55;  0.13;+43.72; 0.12;162.89; 0.13;  1.15; 0.07; 0.31; 0.02;-0.24; 0.05;-1.33; 0.06;      ;     ; 39;0; ; 8.464;3757.0; 1.215;075.5500;+43.7200
075.0300;+43.1400;270;UBC1271;075.03;  0.10;+43.14; 0.07;163.12; 0.06;  0.50; 0.08; 0.19; 0.03; 0.15; 0.10;-0.33; 0.07;      ;     ; 34;0; ; 7.747;6893.0; 1.424;075.0300;+43.1400
068.7100;+38.3900;271;UBC1272;068.71;  0.10;+38.39; 0.07;163.66; 0.07; -6.23; 0.08; 0.59; 0.02; 0.58; 0.10;-3.25; 0.07;      ;     ; 26;0; ; 7.877;1814.0; 1.331;068.7100;+38.3900
074.9700;+40.8100;272;UBC1273;074.97;  0.10;+40.81; 0.09;164.93; 0.07; -0.98; 0.09; 0.24; 0.03;-0.39; 0.07;-1.50; 0.08;      ;     ; 36;0; ; 8.148;4423.0; 1.118;074.9700;+40.8100
075.7400;+40.9500;273;UBC1274;075.74;  0.12;+40.95; 0.07;165.18; 0.07; -0.44; 0.09; 0.24; 0.03; 0.61; 0.08;-0.44; 0.12;      ;     ; 49;0; ; 8.226;5485.0; 1.187;075.7400;+40.9500
080.6800;+43.4000;274;UBC1275;080.68;  0.04;+43.40; 0.05;165.35; 0.04;  3.97; 0.04; 0.39; 0.02;-0.16; 0.06;-0.98; 0.07;      ;     ; 16;0; ; 8.528;2850.0; 0.476;080.6800;+43.4000
074.0500;+38.2000;275;UBC1276;074.05;  0.08;+38.20; 0.05;166.53; 0.05; -3.15; 0.07; 0.30; 0.02; 0.73; 0.07;-2.35; 0.08;      ;     ; 22;0; ; 8.283;3341.0; 1.374;074.0500;+38.2000
077.7500;+36.3700;276;UBC1277;077.75;  0.12;+36.37; 0.11;169.77; 0.08; -1.93; 0.12; 0.63; 0.02; 1.10; 0.05;-4.04; 0.05;      ;     ; 21;0; ; 7.686;1669.0; 0.813;077.7500;+36.3700
087.2600;+40.7700;277;UBC1278;087.26;  0.09;+40.77; 0.05;170.19; 0.06;  6.69; 0.06; 0.31; 0.02; 0.17; 0.05;-1.42; 0.09;      ;     ; 21;0; ; 8.355;3537.0; 0.604;087.2600;+40.7700
083.6200;+39.0200;278;UBC1279;083.62;  0.06;+39.02; 0.06;170.23; 0.06;  3.39; 0.05; 0.47; 0.03; 1.08; 0.07;-2.20; 0.07; 29.01; 1.14; 39;3; ; 8.931;2258.0; 0.803;083.6200;+39.0200
083.6300;+37.2100;279;UBC1280;083.63;  0.07;+37.21; 0.09;171.75; 0.08;  2.43; 0.06; 0.42; 0.03; 0.90; 0.08;-2.49; 0.08; -4.67;     ; 64;1; ; 8.158;2707.0; 1.945;083.6300;+37.2100
080.3800;+34.8700;280;UBC1281;080.38;  0.13;+34.87; 0.07;172.24; 0.08; -1.06; 0.09; 0.31; 0.02;-0.28; 0.05;-1.69; 0.05;      ;     ; 17;0; ; 7.808;3603.0; 1.582;080.3800;+34.8700
079.3700;+33.2100;281;UBC1282;079.37;  0.05;+33.21; 0.03;173.12; 0.03; -2.70; 0.04; 0.34; 0.02;-1.05; 0.06;-1.23; 0.05;  1.14; 0.47; 16;2; ; 8.479;3415.0; 0.806;079.3700;+33.2100
081.9100;+33.3100;282;UBC1283;081.91;  0.09;+33.31; 0.07;174.25; 0.06; -0.89; 0.08; 0.38; 0.03; 1.30; 0.07;-2.85; 0.09; 19.65;     ; 31;1; ; 8.482;2839.0; 0.767;081.9100;+33.3100
088.0900;+33.7600;283;UBC1284;088.09;  0.03;+33.76; 0.03;176.60; 0.04;  3.72; 0.02; 0.23; 0.02; 0.61; 0.06; 0.13; 0.06;      ;     ; 19;0; ; 8.318;5616.0; 1.546;088.0900;+33.7600
086.7100;+32.1300;284;UBC1285;086.71;  0.06;+32.13; 0.09;177.41; 0.08;  1.89; 0.06; 0.38; 0.02; 0.40; 0.08;-2.83; 0.07;-21.98;     ; 32;1; ; 8.744;2701.0; 0.936;086.7100;+32.1300
089.2600;+32.4500;285;UBC1286;089.26;  0.09;+32.45; 0.05;178.23; 0.05;  3.90; 0.07; 0.20; 0.02;-0.11; 0.05;-1.43; 0.08; 20.82;     ; 29;1; ; 8.132;5115.0; 1.042;089.2600;+32.4500
087.4800;+30.9800;286;UBC1287;087.48;  0.11;+30.98; 0.11;178.73; 0.12;  1.85; 0.08; 0.24; 0.02;-0.03; 0.05;-0.92; 0.07;      ;     ; 31;0; ; 7.838;4944.0; 1.054;087.4800;+30.9800
088.6400;+31.1800;287;UBC1288;088.64;  0.06;+31.18; 0.03;179.07; 0.04;  2.81; 0.04; 0.52; 0.01; 0.73; 0.03;-3.39; 0.03;      ;     ; 10;0; ; 7.958;2022.0; 0.798;088.6400;+31.1800
085.4600;+29.4000;288;UBC1289;085.46;  0.09;+29.40; 0.06;179.18; 0.06; -0.46; 0.07; 0.46; 0.04; 0.52; 0.08;-3.53; 0.07;-11.14;     ; 46;1; ; 8.615;2586.0; 2.314;085.4600;+29.4000
087.5300;+30.3900;289;UBC1290;087.53;  0.09;+30.39; 0.10;179.26; 0.10;  1.58; 0.08; 0.31; 0.03; 0.07; 0.06;-1.37; 0.08;      ;     ; 56;0; ; 7.863;3988.0; 0.970;087.5300;+30.3900
089.5500;+31.3200;290;UBC1291;089.55;  0.08;+31.32; 0.06;179.33; 0.06;  3.56; 0.07; 0.18; 0.02; 0.45; 0.07;-0.89; 0.06;      ;     ; 23;0; ; 8.261;5910.0; 0.942;089.5500;+31.3200
090.7100;+31.0500;291;UBC1292;090.71;  0.13;+31.05; 0.08;180.06; 0.08;  4.29; 0.11; 0.24; 0.03; 0.33; 0.08;-1.10; 0.08;      ;     ; 57;0; ; 6.972;4334.0; 1.423;090.7100;+31.0500
088.4900;+28.5100;292;UBC1293;088.49;  0.10;+28.51; 0.08;181.31; 0.07;  1.34; 0.10; 0.40; 0.01; 1.06; 0.08;-2.55; 0.08;      ;     ; 21;0; ; 7.939;2771.0; 0.851;088.4900;+28.5100
090.1700;+29.3100;293;UBC1294;090.17;  0.08;+29.31; 0.11;181.35; 0.10;  3.02; 0.08; 0.29; 0.02;-0.46; 0.05;-1.50; 0.06; 31.23;     ; 34;1; ; 8.478;3773.0; 0.570;090.1700;+29.3100
086.2200;+26.8800;294;UBC1295;086.22;  0.08;+26.88; 0.08;181.67; 0.08; -1.21; 0.07; 0.54; 0.02; 0.69; 0.07;-3.38; 0.05;      ;     ; 18;0; ; 8.175;2093.0; 1.708;086.2200;+26.8800
091.9100;+29.0000;295;UBC1296;091.91;  0.09;+29.00; 0.09;182.36; 0.09;  4.20; 0.08; 0.22; 0.03;-0.10; 0.07;-0.94; 0.07;      ;     ; 64;0; ; 7.595;4906.0; 1.427;091.9100;+29.0000
085.6600;+25.7500;296;UBC1297;085.66;  0.13;+25.75; 0.13;182.37; 0.13; -2.23; 0.11; 0.76; 0.02; 0.00; 0.08;-4.43; 0.06;      ;     ; 33;0; ; 7.316;1399.0; 0.411;085.6600;+25.7500
090.5500;+28.2400;297;UBC1298;090.55;  0.08;+28.24; 0.06;182.45; 0.06;  2.79; 0.07; 0.29; 0.02;-0.12; 0.08;-2.23; 0.09;      ;     ; 34;0; ; 8.578;3685.0; 0.746;090.5500;+28.2400
088.0200;+25.8300;298;UBC1299;088.02;  0.07;+25.83; 0.09;183.40; 0.09; -0.38; 0.06; 0.33; 0.03; 0.54; 0.07;-1.46; 0.08;      ;     ; 35;0; ; 7.872;3318.0; 1.865;088.0200;+25.8300
087.2800;+25.0600;299;UBC1300;087.28;  0.06;+25.06; 0.04;183.72; 0.04; -1.34; 0.05; 0.29; 0.02; 0.68; 0.06;-0.02; 0.06;      ;     ; 13;0; ; 7.664;4011.0; 1.254;087.2800;+25.0600
090.5700;+26.1300;300;UBC1301;090.57;  0.06;+26.13; 0.08;184.29; 0.08;  1.76; 0.06; 0.26; 0.03; 0.15; 0.07;-1.00; 0.08; 66.92;     ; 48;1; ; 8.148;4458.0; 1.064;090.5700;+26.1300
091.2500;+24.1500;301;UBC1302;091.25;  0.06;+24.15; 0.08;186.32; 0.08;  1.32; 0.05; 0.38; 0.02; 0.78; 0.06;-2.42; 0.04;      ;     ; 19;0;a; 7.615;2809.0; 1.315;091.2500;+24.1500
091.9800;+21.9300;302;UBC1303;091.98;  0.07;+21.93; 0.06;188.58; 0.06;  0.83; 0.06; 0.51; 0.02; 0.94; 0.08;-3.60; 0.07; 11.38;     ; 29;1; ; 8.478;2022.0; 1.003;091.9800;+21.9300
089.0300;+20.1400;303;UBC1304;089.03;  0.07;+20.14; 0.10;188.78; 0.09; -2.45; 0.08; 0.29; 0.03;-0.28; 0.08;-1.63; 0.10;      ;     ; 44;0; ; 7.111;3525.0; 1.772;089.0300;+20.1400
093.9200;+22.6100;304;UBC1305;093.92;  0.07;+22.61; 0.06;188.85; 0.06;  2.73; 0.06; 0.51; 0.02;-0.34; 0.06;-1.66; 0.06;      ;     ; 19;0; ; 7.855;2206.0; 1.589;093.9200;+22.6100
094.6000;+22.8800;305;UBC1306;094.60;  0.15;+22.88; 0.25;188.91; 0.18;  3.41; 0.22; 0.53; 0.02; 0.44; 0.06;-1.62; 0.09;      ;     ; 70;0; ; 7.247;1859.0; 1.685;094.6000;+22.8800
095.5300;+21.0700;306;UBC1307;095.53;  0.06;+21.07; 0.05;190.91; 0.05;  3.32; 0.05; 0.30; 0.03; 0.26; 0.07; 1.27; 0.08;      ;     ; 57;0; ; 9.334;3942.0; 1.147;095.5300;+21.0700
094.5600;+20.5500;307;UBC1308;094.56;  0.06;+20.55; 0.05;190.95; 0.05;  2.28; 0.06; 0.51; 0.01; 0.40; 0.06;-2.59; 0.06;      ;     ; 18;0;a; 6.790;2100.0; 1.170;094.5600;+20.5500
096.3200;+19.8500;308;UBC1309;096.32;  0.10;+19.85; 0.08;192.35; 0.08;  3.41; 0.09; 0.22; 0.04;-0.19; 0.10;-0.46; 0.09; 10.58;     ;109;1;a; 7.578;4644.0; 1.023;096.3200;+19.8500
096.4000;+17.6900;309;UBC1310;096.40;  0.04;+17.69; 0.05;194.30; 0.05;  2.47; 0.05; 0.23; 0.02; 0.17; 0.07;-0.79; 0.10;      ;     ; 19;0;a; 8.166;4339.0; 1.125;096.4000;+17.6900
095.8700;+17.1700;310;UBC1311;095.87;  0.09;+17.17; 0.07;194.52; 0.08;  1.78; 0.08; 0.19; 0.02; 0.05; 0.07;-0.37; 0.06;      ;     ; 28;0; ; 8.042;5147.0; 1.120;095.8700;+17.1700
098.5100;+18.3900;311;UBC1312;098.51;  0.10;+18.39; 0.07;194.60; 0.08;  4.57; 0.08; 0.20; 0.02;-0.22; 0.06;-0.34; 0.05;      ;     ; 26;0; ; 7.353;5663.0; 0.960;098.5100;+18.3900
096.9000;+17.1900;312;UBC1313;096.90;  0.05;+17.19; 0.05;194.96; 0.05;  2.66; 0.05; 0.20; 0.02; 0.71; 0.08; 0.02; 0.05;      ;     ; 35;0; ; 9.039;4690.0; 0.857;096.9000;+17.1900
097.0300;+16.8000;313;UBC1314;097.03;  0.11;+16.80; 0.14;195.36; 0.14;  2.59; 0.10; 0.21; 0.02; 0.00; 0.07;-0.24; 0.10; 68.31;     ; 66;1; ; 7.945;5271.0; 0.847;097.0300;+16.8000
094.5700;+14.8600;314;UBC1315;094.57;  0.07;+14.86; 0.05;195.96; 0.06; -0.41; 0.07; 0.38; 0.03;-0.46; 0.08;-1.88; 0.07;      ;     ; 42;0; ; 8.134;2916.0; 0.985;094.5700;+14.8600
094.6900;+14.6500;315;UBC1316;094.69;  0.05;+14.65; 0.07;196.21; 0.07; -0.40; 0.04; 0.28; 0.03; 0.53; 0.06;-1.87; 0.08;      ;     ; 28;0; ; 8.913;3857.0; 1.127;094.6900;+14.6500
089.5500;+09.6000;316;UBC1317;089.55;  0.06;+09.60; 0.05;198.22; 0.06; -7.24; 0.05; 0.20; 0.03;-0.59; 0.08; 0.73; 0.09; 50.28;     ; 30;1; ; 9.051;5473.0; 0.819;089.5500;+09.6000
091.0900;+09.1900;317;UBC1318;091.09;  0.06;+09.19; 0.06;199.33; 0.06; -6.11; 0.06; 0.19; 0.02; 0.53; 0.09; 0.12; 0.09;      ;     ; 41;0; ; 8.658;5951.0; 0.627;091.0900;+09.1900
095.8700;+11.5100;318;UBC1319;095.87;  0.12;+11.51; 0.11;199.52; 0.10; -0.86; 0.13; 0.46; 0.03;-0.65; 0.08;-1.17; 0.07;      ;     ; 66;0; ; 7.306;2469.0; 1.201;095.8700;+11.5100
093.3400;+09.5400;319;UBC1320;093.34;  0.04;+09.54; 0.04;200.08; 0.03; -3.99; 0.05; 0.39; 0.02; 0.04; 0.04;-1.29; 0.05;      ;     ; 16;0; ; 7.676;2787.0; 0.622;093.3400;+09.5400
100.6200;+12.8800;320;UBC1321;100.62;  0.04;+12.88; 0.03;200.44; 0.04;  3.88; 0.02; 0.35; 0.01; 0.84; 0.05;-1.50; 0.03;      ;     ; 10;0; ; 8.065;3172.0; 0.612;100.6200;+12.8800
101.5200;+11.9700;321;UBC1322;101.52;  0.09;+11.97; 0.09;201.66; 0.09;  4.26; 0.09; 0.19; 0.01;-0.01; 0.04;-0.38; 0.07;      ;     ; 23;0; ; 7.591;5336.0; 0.712;101.5200;+11.9700
101.9200;+11.4200;322;UBC1323;101.92;  0.05;+11.42; 0.05;202.33; 0.05;  4.36; 0.06; 0.21; 0.02;-0.26; 0.06;-0.58; 0.08;      ;     ; 29;0; ; 8.468;5042.0; 0.745;101.9200;+11.4200
096.8200;+08.5200;323;UBC1324;096.82;  0.08;+08.52; 0.08;202.60; 0.08; -1.44; 0.08; 0.17; 0.04; 0.17; 0.05; 0.48; 0.07;      ;     ; 44;0; ; 8.511;6002.0; 0.875;096.8200;+08.5200
090.3300;+04.5500;324;UBC1325;090.33;  0.09;+04.55; 0.09;203.06; 0.10; -8.99; 0.08; 0.73; 0.02; 0.50; 0.05;-2.07; 0.06;      ;     ; 22;0; ; 8.078;1567.0; 1.638;090.3300;+04.5500
096.7700;+07.8100;325;UBC1326;096.77;  0.07;+07.81; 0.06;203.20; 0.06; -1.81; 0.07; 0.22; 0.02; 0.35; 0.06; 0.49; 0.07;      ;     ; 24;0; ; 7.698;5845.0; 1.301;096.7700;+07.8100
092.2500;+04.7600;326;UBC1327;092.25;  0.12;+04.76; 0.11;203.80; 0.13; -7.21; 0.11; 0.43; 0.02;-0.05; 0.08;-1.27; 0.08;      ;     ; 31;0; ; 8.185;2555.0; 0.749;092.2500;+04.7600
097.0300;+06.8400;327;UBC1328;097.03;  0.03;+06.84; 0.03;204.19; 0.03; -2.03; 0.03; 0.39; 0.02;-0.54; 0.05;-1.16; 0.04;      ;     ; 15;0; ; 8.279;2841.0; 1.332;097.0300;+06.8400
101.4700;+07.6800;328;UBC1329;101.47;  0.06;+07.68; 0.06;205.46; 0.06;  2.26; 0.06; 0.17; 0.02; 0.47; 0.05; 0.36; 0.06;      ;     ; 22;0; ; 8.898;6656.0; 1.337;101.4700;+07.6800
098.2700;+02.4700;329;UBC1330;098.27;  0.08;+02.47; 0.07;208.64; 0.06; -2.96; 0.09; 0.63; 0.03;-2.33; 0.07;-0.53; 0.09;      ;     ; 57;0; ; 7.226;1601.0; 2.218;098.2700;+02.4700
102.1000;+04.0200;330;UBC1331;102.10;  0.05;+04.02; 0.06;209.01; 0.05;  1.16; 0.06; 0.26; 0.02;-0.55; 0.08;-0.79; 0.08; 52.41;     ; 38;1; ; 8.521;4429.0; 1.177;102.1000;+04.0200
096.6500;+01.2100;331;UBC1332;096.65;  0.06;+01.21; 0.07;209.01; 0.06; -4.97; 0.07; 0.35; 0.02; 0.01; 0.08;-0.58; 0.08;      ;     ; 30;0; ; 9.252;3407.0; 1.382;096.6500;+01.2100
102.3200;+03.9800;332;UBC1333;102.32;  0.05;+03.98; 0.04;209.15; 0.05;  1.34; 0.04; 0.24; 0.03;-0.49; 0.07;-0.16; 0.06;      ;     ; 27;0; ; 6.665;4667.0; 1.525;102.3200;+03.9800
100.5500;+03.0300;333;UBC1334;100.55;  0.07;+03.03; 0.07;209.19; 0.08; -0.67; 0.06; 0.47; 0.02;-0.98; 0.06;-0.44; 0.06;      ;     ; 22;0; ; 8.211;2242.0; 0.838;100.5500;+03.0300
105.3100;+05.3600;334;UBC1335;105.31;  0.09;+05.36; 0.09;209.27; 0.09;  4.61; 0.08; 0.28; 0.01;-0.24; 0.05;-0.69; 0.07;      ;     ; 22;0; ; 9.143;4009.0; 0.560;105.3100;+05.3600
106.9700;+04.9900;335;UBC1336;106.97;  0.07;+04.99; 0.10;210.35; 0.11;  5.93; 0.05; 0.24; 0.02;-0.62; 0.04;-0.59; 0.04; 52.08;     ; 29;1; ; 9.003;4311.0; 0.230;106.9700;+04.9900
106.8300;+04.2500;336;UBC1337;106.83;  0.09;+04.25; 0.11;210.95; 0.11;  5.46; 0.08; 0.48; 0.02;-0.36; 0.04;-1.65; 0.08; 30.87; 0.37; 41;2; ; 8.343;2344.0; 0.698;106.8300;+04.2500
100.6600;-00.2400;337;UBC1338;100.66;  0.09;-00.24; 0.09;212.14; 0.08; -2.07; 0.09; 0.20; 0.04;-0.40; 0.08; 0.09; 0.10;      ;     ; 68;0; ; 7.948;5178.0; 1.266;100.6600;-00.2400
100.4500;-00.8300;338;UBC1339;100.45;  0.14;-00.83; 0.10;212.57; 0.11; -2.52; 0.13; 0.19; 0.03;-0.03; 0.09; 0.53; 0.10;      ;     ;102;0;a; 8.128;5872.0; 1.073;100.4500;-00.8300
102.0700;-00.0800;339;UBC1340;102.07;  0.02;-00.08; 0.06;212.64; 0.06; -0.74; 0.03; 0.28; 0.01;-0.64; 0.04; 0.98; 0.05;      ;     ; 11;0; ; 8.619;3985.0; 1.310;102.0700;-00.0800
103.7700;+00.6400;340;UBC1341;103.77;  0.05;+00.64; 0.07;212.78; 0.07;  1.10; 0.05; 0.33; 0.02;-0.52; 0.03;-1.05; 0.05; 59.37;     ; 27;1; ; 8.355;3394.0; 0.811;103.7700;+00.6400
105.9600;+00.2700;341;UBC1342;105.96;  0.04;+00.27; 0.04;214.10; 0.04;  2.88; 0.04; 0.48; 0.01;-1.32; 0.04; 1.05; 0.04;      ;     ; 13;0; ; 7.860;2280.0; 0.553;105.9600;+00.2700
